City_ID,City,Country,Max Temp,Lat,Lng,Hotel Name
645,Araceli,PH,83.08,10.5529,119.9913,JBryan Traveler's Inn
646,Ilebo,CD,70.88,-4.3167,20.5833,Hôtel BUMAK
647,Coracao De Jesus,BR,66.94,-16.6853,-44.365,Hotel Neves
650,Kropotkin,RU,68.99,45.4375,40.5756,Hotel Europe Kropotkin
654,Alanya,TR,71.73,36.5438,31.9998,Panorama Hotel
655,Katobu,ID,74.28,-4.9408,122.5276,La Ode Husein
656,Bambanglipuro,ID,75.51,-7.95,110.2833,Puri Brata
658,Poum,NC,73.89,-20.2333,164.0167,
659,Kinablangan,PH,77.88,7.6947,126.5503,Morales Eatery and Lodging House
660,Zabaykalsk,RU,62.8,49.6333,117.3167,Zheleznyy Mir
663,Biak,ID,75.38,-0.9131,122.8766,Penginapan Kim
664,Ketchikan,US,61.27,55.3422,-131.6461,Snow's Cove Lodge
666,Longido,TZ,64.51,-2.7333,36.6833,Longido Mountain Lodge
668,Diu,IN,83.12,20.7141,70.9822,Hotel Relax Inn
671,Bolivar,US,74.59,37.6145,-93.4105,Comfort Inn Bolivar
672,Dinguiraye,GN,80.65,11.3,-10.7167,
673,Ravar,IR,82.99,31.2656,56.8055,computertik
677,Qujing,CN,61.39,25.4833,103.7833,Yulong Hotel
678,Boksitogorsk,RU,60.96,59.474,33.8485,Теплый Стан
680,Cockburn Town,TC,84.16,21.4612,-71.1419,Osprey Beach Hotel
682,Gushikawa,JP,72.63,26.3544,127.8686,Kirari Guest House
684,Nikki,BJ,75.27,9.9401,3.2108,Monnon
686,Muisne,EC,76.48,0.6,-80.0333,Quinta Samay
688,Denpasar,ID,76.66,-8.65,115.2167,OYO 3156 Hotel Warta 2
690,Koryukivka,UA,61.21,51.7688,32.2481,Hotelʹ
691,Arona,ES,67.03,28.0996,-16.681,Paradise Court
693,Payo,ID,71.53,-3.7508,103.6372,Mess keban agung
694,Paracuru,BR,81.1,-3.41,-39.0306,Hotel Vento Brasil
695,Thaton,MM,76.1,16.9206,97.3714,"Shwe Pyi Soe Guest House, Thaton"
696,Nha Trang,VN,78.8,12.25,109.1833,Hanoi Golden Hotel
698,Zhangye,CN,67.39,38.9342,100.4517,Zhangye Lvzhou Holiday Inn
703,Ambilobe,MG,68.04,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
705,Fukuma,JP,65.28,33.7667,130.4667,Masago
706,Baoying,CN,68.56,33.2292,119.3092,GreenTree Alliance Yangzhou Baoying Town Huaijiang Street East Taishan Road Hotel
709,Boca Do Acre,BR,76.12,-8.7522,-67.3978,Hotel Sao Pedro
710,Xam Nua,LA,66.76,20.4197,104.0439,Xee Wang Guesthouse
712,Muroto,JP,69.57,33.2833,134.15,Oota Ryokan
715,High Level,CA,75.31,58.5169,-117.136,Days Inn by Wyndham High Level
716,Roebourne,AU,71.49,-20.7833,117.1333,Latitude20 Roebourne Village
718,Warri,NG,75.2,5.5167,5.75,BON Hotel Delta
726,Nenjiang,CN,65.8,49.1833,125.2167,Nenjiang Apartment
727,Khani,GE,60.37,41.9563,42.9566,კურორტი ზეკარი/Resort Zekari
