City_ID,City,Country,Max Temp,Lat,Lng,Hotel Name
262,Nago,JP,70.23,26.5881,127.9761,Hotel Yugaf Inn Okinawa
263,Pacifica,US,82.15,37.6138,-122.4869,"Pacifica Lighthouse, Trademark Collection by Wyndham"
264,Pisco,PE,66.25,-13.7,-76.2167,Hotel San Isidro Oficial
265,Santa Rosa,PH,82.38,14.3122,121.1114,Erlyn’s Sta Rosa City Home
268,Najran,SA,81.25,17.4924,44.1277,محمد هادي ال فطيح
275,Puqi,CN,74.97,29.7167,113.8833,Ramada Plaza Chibi
276,Stabat,ID,77.2,3.761,98.4513,Link VII damai
277,Wanning,CN,78.48,18.8003,110.3967,Paradise Hotel
279,Fortuna,US,67.86,40.5982,-124.1573,Super 8 by Wyndham Fortuna
280,Bastos,BR,71.37,-21.9219,-50.7339,TSURU HOTEL POUSADA retomaremos as atividades a partir do dia 20 de junho de 2022.
281,Gigmoto,PH,80.83,13.7796,124.39,Cj's Travellers Inn
289,Port Elizabeth,ZA,66.49,-33.918,25.5701,39 On Nile Guest House
290,Kloulklubed,PW,73.9,7.0419,134.2556,Storyboard Beach Resort
293,Inhambane,MZ,67.71,-23.865,35.3833,Oceano
294,Makakilo City,US,83.95,21.3469,-158.0858,Marriott's Ko Olina Beach Club
297,Merauke,ID,78.71,-8.4667,140.3333,
298,Taiyuan,CN,64.26,37.8694,112.5603,Taiyuan Wanda Wenhua Hotel
299,Marrakesh,MA,82.47,31.6315,-8.0083,Les Jardins de La Koutoubia
300,Soyo,AO,73.71,-6.1349,12.3689,Hotel Mpampa
303,Rafai,CF,66.4,4.95,23.9167,
304,Amapa,BR,73.42,1.0,-52.0,
309,Dahuk,IQ,78.24,36.8695,42.994,Parwar Hotel
311,Port Moresby,PG,74.62,-9.4431,147.1797,Lamana Hotel (Port Moresby)
312,Boyolangu,ID,74.44,-8.1181,111.8935,Yos ega cv
313,Kaeo,NZ,61.32,-35.1,173.7833,Bushido Lodge
315,Maceio,BR,76.44,-9.6658,-35.7353,Hotel Ponta Verde Maceió
316,Tahlequah,US,71.82,35.9154,-94.97,Oak Hill Inn and Suites
317,Victoria,HK,80.65,22.2855,114.1577,Mini Central
318,Buala,SB,81.68,-8.145,159.5921,Maringe Lagoon Lodge
320,Olsztyn,PL,60.76,53.7799,20.4942,Hostel Wysoka Brama Noclegi Pokoje Najlepszy Hostel Apartamenty Komfortowy Hostel Hotel
321,Dingle,PH,78.12,10.9995,122.6711,SEGAYA PROPERTY
323,Bocas Del Toro,PA,82.54,9.3333,-82.25,Hotel Bocas del Toro
324,Santa Isabel Do Rio Negro,BR,77.25,-0.4139,-65.0192,Hotel GSA
325,La Ronge,CA,75.42,55.1001,-105.2842,Northland Motor Hotel
327,Belmonte,BR,73.09,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
330,Redmond,US,72.52,47.674,-122.1215,Seattle Marriott Redmond
334,Ponta Delgada,PT,66.92,37.7333,-25.6667,Vila Nova Hotel
335,Erenhot,CN,63.32,43.6475,111.9767,Erenhot Rurouni Youth Hostel
336,Idil,TR,74.26,37.3411,41.8895,İdil Öğretmen Evi Ve Aso Müdürlüğü
337,Puerto Escondido,MX,83.23,15.85,-97.0667,Aldea del Bazar Hotel and Spa
341,Sangar,RU,65.21,63.9242,127.4739,
342,Roma,US,73.81,43.2128,-75.4557,Wingate By Wyndham Rome
347,Isangel,VU,77.11,-19.55,169.2667,Tanna Lodge
349,Sibolga,ID,74.64,1.7427,98.7792,Hotel Syariah CN Darussalam
350,Chulman,RU,60.21,56.8479,124.9104,Gostinitsa
351,Bunia,CD,62.49,1.5667,30.25,Gold Star International Hotel
354,Shorewood,US,66.22,41.52,-88.2017,Wingate by Wyndham Joliet
357,Broome,US,76.69,42.2506,-75.833,Chenango Valley State Park
358,Sokoni,TZ,78.85,-6.4333,39.55,Ujamaa Beach Resort
359,Davila,PH,76.98,18.4726,120.5763,Blue Ridge Beach Resort
360,Ekibastuz,KZ,73.06,51.6667,75.3667,
363,Crotone,IT,72.5,39.0851,17.1178,Helios Hotel
367,Abu Samrah,SY,69.04,35.3029,37.1841,
368,Koungou,YT,76.71,-12.7336,45.2042,Villa Netibor
370,Vaniyambadi,IN,78.03,12.6833,78.6167,Ahmedia Hotel™️ Since 1975
371,Porto Santo,PT,68.38,33.072,-16.3415,Hotel Porto Santo & Spa
373,Tingo Maria,PE,75.24,-9.2895,-76.0088,Hospedaje Paraíso
374,Sola,VU,80.67,-13.8833,167.55,Leumerus Bungalows
377,Wahiawa,US,82.15,21.5028,-158.0236,The Inn At Schofield
378,Puerto Carreno,CO,80.58,6.189,-67.4859,Casa Hotel Victoria
381,Luanda,AO,71.49,-8.8368,13.2343,EPIC SANA Luanda
386,Daru,PG,78.78,-9.0763,143.2092,Daru Lodge
388,Padang,ID,75.58,-0.9492,100.3543,Mercure Padang
389,Touros,BR,76.64,-5.1989,-35.4608,INN NEW HORIZON
